ciudad;depto;tamano;sector;seccion_sector;pa;numero_empleados;pb1;pb2;pb3;pb4;pb5;pb6;pb7;seleccion_por___contratados;pd1;pd2;p1;p1a;p2;p2a;p3;p3a;p4;p4a;p5;p5a;p6;p6a;p7;p7a;p8;p8a;p9;p9a;p10;p10a;p11;p11a;p12;p12a;p13;p13a;p14;p14a;p15;p15a;p16;p16a;p17;p17a;p18;p18a;p19;p19a;p20;p20a;p21a;p21b;p21c;p21d;p21e;factor
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;CCOMERCIO Y SERVICIOS;Menos de 11 Empleados;7;;;;;;;Universitarios;2;0;4;3;3;4;3;4;4;3;3;3;4;3;4;3;3;2;4;3;4;3;4;3;4;3;4;4;4;3;2;3;3;3;4;3;3;4;3;4;3;3;5;1;3;4;2;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;J;COMPRA Y VENTA DE MUEBLES;Menos de 11 Empleados;5;6;;;;;;Tecnicos o Tecnologos;5;5;4;3;4;3;4;3;2;2;3;2;4;4;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;5;1;2;4;3;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;SERVICIOS TEMPORALES;Entre 11 y 50 Empleados;5;6;;;;;;Tecnicos o Tecnologos;6;7;3;3;2;2;3;3;4;3;3;3;2;2;4;3;3;3;3;3;4;4;2;2;3;3;3;3;3;3;4;3;4;3;4;2;4;2;4;3;3;2;4;3;5;1;2;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;F;PILOTAJE;Entre 11 y 50 Empleados;6;;;;;;;Universitarios;3;1;3;3;4;4;3;3;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;2;1;3;5;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;M;CAPACITACION;Entre 11 y 50 Empleados;5;6;7;;;;;Universitarios;10;2;4;2;4;2;4;2;4;1;4;3;4;3;4;1;4;3;4;2;4;3;4;2;4;2;4;1;4;3;4;2;4;2;4;3;4;3;4;2;4;3;4;2;1;5;3;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;J;CORRETAJE DE SEGUROS;Entre 11 y 50 Empleados;2;1;;;;;;Universitarios;1;0;4;4;4;4;4;4;2;1;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;2;3;2;1;3;4;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;F;CONTRUCCION OBRA CIVIL;Entre 11 y 50 Empleados;6;5;;;;;;Universitarios;2;0;3;3;2;3;2;2;1;1;2;2;1;1;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;2;3;3;2;2;3;3;2;2;2;2;2;2;1;2;3;4;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;SELECCION Y CONTRATACION;Mas de 200 Empleados;1;;;;;;;Universitarios;12;5;4;3;3;3;3;4;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;2;4;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;J;SEGUROS;Menos de 11 Empleados;6;5;4;3;2;1;;Tecnicos o Tecnologos;1;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;4;4;3;3;4;4;4;4;5;3;4;2;1;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;INSUMOS AGRICOLAS;Entre 11 y 50 Empleados;4;5;6;;;;;Tecnicos o Tecnologos;0;3;4;3;3;4;4;3;2;2;4;3;3;2;4;3;4;3;4;3;4;3;4;3;4;3;4;4;3;3;4;3;3;3;4;3;4;3;4;2;3;2;4;1;3;5;2;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;M;COLEGIO;Entre 11 y 50 Empleados;5;6;;;;;;Universitarios;5;0;4;3;4;3;4;3;4;3;4;4;2;2;4;4;4;4;3;3;3;3;3;3;3;2;3;2;4;4;4;4;3;3;3;3;4;3;3;2;4;3;5;2;1;4;3;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;I;TRANSPORTE TERRESTRE DE CARGA;Entre 11 y 50 Empleados;5;6;;;;;;Tecnicos o Tecnologos;0;1;4;3;4;4;3;3;2;2;4;4;3;3;3;3;4;3;4;3;3;3;3;3;4;3;3;3;3;4;4;4;4;4;2;4;4;3;4;4;4;4;5;3;2;1;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;ASESORIAS;Menos de 11 Empleados;5;6;;;;;;Tecnicos o Tecnologos;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;1;5;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;I;TURISMO Y ESCOLAR;Menos de 11 Empleados;2;3;;;;;;Universitarios;2;0;3;3;4;3;3;3;2;1;4;3;3;3;4;3;4;3;4;4;3;3;3;3;3;3;4;2;4;4;4;4;3;3;4;4;4;4;4;4;3;3;1;2;3;5;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;VENTA DE ROPA EXTERIOR FEMENIN;Entre 11 y 50 Empleados;2;4;5;6;;;;Universitarios;3;0;2;3;3;3;3;3;1;1;3;3;2;2;2;2;2;2;3;3;4;3;2;2;3;3;3;3;2;2;2;2;3;3;3;3;3;3;2;1;3;3;5;2;4;1;3;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;PRE PRENSA DIGITAL;Menos de 11 Empleados;4;;;;;;;Tecnicos o Tecnologos;0;1;3;3;3;2;3;2;2;1;4;3;4;3;3;2;4;3;4;3;4;3;4;3;4;3;3;2;3;2;3;2;3;2;3;2;3;2;4;3;2;1;5;1;2;4;3;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;O;LAVADO DE ROPA INDUSTRIAL;Entre 11 y 50 Empleados;2;;;;;;;Tecnicos o Tecnologos;0;1;4;4;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;2;5;1;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;I;TTRANSPORTE ESPECIAL;Entre 51 y 200 Empleados;1;;;;;;;Universitarios;5;3;3;3;4;4;4;4;2;2;2;2;2;2;4;4;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;1;4;2;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;CONSTRUCCION;Entre 11 y 50 Empleados;4;6;;;;;;Universitarios;5;0;3;4;3;4;3;3;2;3;3;4;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;4;4;3;3;2;4;3;1;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;J;ASESORIA COMUNICACION;Entre 11 y 50 Empleados;1;4;;;;;;Tecnicos o Tecnologos;1;2;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;3;3;3;2;2;3;3;3;3;3;3;3;3;2;2;2;2;3;4;5;1;2;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;I;CORREO INTERNACIONAL;Menos de 11 Empleados;5;6;;;;;;Tecnicos o Tecnologos;1;2;4;4;3;3;3;3;2;2;4;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;3;4;4;3;3;3;3;3;3;3;3;4;4;4;4;4;5;3;2;1;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;ALQUILER DE MAQUINAS;Entre 11 y 50 Empleados;6;1;;;;;;Tecnicos o Tecnologos;5;5;3;3;4;4;4;4;3;3;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;3;3;2;3;4;5;1;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;I;TURISMO;Menos de 11 Empleados;5;6;;;;;;Tecnicos o Tecnologos;2;3;4;2;3;3;2;2;1;1;3;3;2;2;3;3;3;3;1;1;2;2;2;2;2;2;2;2;3;3;3;2;3;3;3;3;4;2;3;3;3;3;2;3;5;4;1;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;IMPRESION;Entre 11 y 50 Empleados;4;5;6;;;;;Tecnicos o Tecnologos;0;4;3;4;2;3;3;3;2;1;3;2;2;2;4;2;4;3;4;2;4;3;4;3;4;3;4;2;4;2;1;1;3;2;4;3;4;3;3;3;4;4;3;1;2;5;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;N;SERVICIOS MEDICOS;Menos de 11 Empleados;7;;;;;;;Tecnicos o Tecnologos;0;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;1;1;4;4;4;3;5;1;2;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;N;SERVICIOS MEDICOS;Menos de 11 Empleados;5;;;;;;;Universitarios;1;0;2;2;3;3;3;3;1;4;2;2;2;2;3;2;4;1;4;3;4;4;4;2;4;3;3;2;3;2;1;1;3;3;4;2;3;1;4;3;3;3;5;1;4;3;2;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;SERVICIOS;Entre 11 y 50 Empleados;2;;;;;;;Tecnicos o Tecnologos;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;4;5;2;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;J;SERVICIOS MEDICOS;Menos de 11 Empleados;2;;;;;;;Universitarios;2;1;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;2;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;1;4;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;N;SERVICIOS DE LABORATORIO CLLIN;Entre 51 y 200 Empleados;6;7;;;;;;Universitarios;35;15;3;3;4;4;3;3;2;1;3;3;3;4;3;3;4;3;4;3;4;3;4;3;4;4;4;3;4;2;1;1;4;3;4;2;4;2;4;3;4;3;3;1;2;4;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;I;RADIO Y TELEVISION;Entre 11 y 50 Empleados;6;1;;;;;;Universitarios;2;1;4;3;4;3;4;3;4;3;3;3;4;3;4;3;3;3;4;4;3;3;4;3;3;3;4;3;4;4;3;3;3;3;4;4;3;4;4;4;3;4;5;1;3;2;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;PRESTACION DE SERVICIOS;Mas de 200 Empleados;5;6;;;;;;Tecnicos o Tecnologos;70;80;1;1;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;4;3;4;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;3;4;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;SERVICIOS;Entre 11 y 50 Empleados;7;;;;;;;Universitarios;4;2;2;3;3;3;3;3;1;1;2;2;1;1;1;1;3;3;2;2;4;4;3;3;3;3;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;2;4;2;3;1;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;AGRICULTURA Y GANADERIA;Entre 11 y 50 Empleados;6;;;;;;;Universitarios;2;0;4;3;4;3;4;3;3;3;2;2;2;4;3;3;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;4;2;5;1;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;SERVICIOS DE VIGILANCIA;Entre 11 y 50 Empleados;5;6;;;;;;Tecnicos o Tecnologos;1;2;3;3;4;4;4;4;2;1;3;3;2;2;3;3;3;3;2;2;4;4;3;3;3;3;2;2;2;2;2;2;2;2;3;3;3;3;2;2;3;3;5;1;3;2;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;PUBLICIDAD INFLABLE;Entre 11 y 50 Empleados;3;4;;;;;;Universitarios;10;10;4;2;4;2;3;3;4;2;3;3;4;3;4;4;4;3;4;4;4;3;3;2;4;2;2;2;4;2;4;2;4;3;4;3;4;4;4;4;4;3;5;4;3;1;2;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;N;SERVICIOS MEDICOS;Entre 11 y 50 Empleados;2;4;5;;;;;Universitarios;1;0;3;4;3;3;3;3;1;3;4;3;4;3;4;3;4;4;4;4;4;4;4;3;4;4;3;3;3;2;3;2;4;4;4;3;3;2;4;3;4;3;4;2;1;5;3;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;OPERADORES LOGISTICOS;Entre 11 y 50 Empleados;1;2;;;;;;Tecnicos o Tecnologos;0;85;4;3;3;2;3;3;1;1;2;2;2;2;3;2;4;3;4;3;4;4;3;3;3;4;3;3;3;3;4;3;3;3;3;3;4;4;3;3;3;3;3;4;2;1;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;DESAROLLO DE SOFTWARE;Entre 11 y 50 Empleados;7;;;;;;;Universitarios;4;3;4;3;4;3;4;4;2;2;4;4;4;3;3;2;4;4;4;4;4;4;4;3;4;4;4;4;4;2;2;4;4;3;4;3;3;3;4;3;4;3;5;1;3;2;4;63,96
