ciudad;depto;tamano;sector;seccion_sector;pa;numero_empleados;pb1;pb2;pb3;pb4;pb5;pb6;pb7;seleccion_por___contratados;pd1;pd2;p1;p1a;p2;p2a;p3;p3a;p4;p4a;p5;p5a;p6;p6a;p7;p7a;p8;p8a;p9;p9a;p10;p10a;p11;p11a;p12;p12a;p13;p13a;p14;p14a;p15;p15a;p16;p16a;p17;p17a;p18;p18a;p19;p19a;p20;p20a;p21a;p21b;p21c;p21d;p21e;factor
BOGOTA;CUNDINAMARCA;MEDIANA;COMERCIO;G;COMERCIO;Entre 11 y 50 Empleados;1;7;;;;;;Tecnicos o Tecnologos;1;1;2;3;4;2;3;3;3;2;3;2;2;2;4;1;3;1;4;1;4;2;3;2;4;1;3;2;1;1;3;1;3;2;3;1;3;4;3;2;3;1;1;5;4;2;3;9,00
BOGOTA;CUNDINAMARCA;MEDIANA;COMERCIO;G;VENTA Y DISTRIBUCION AERONAUTI;Entre 11 y 50 Empleados;2;3;;;;;;Universitarios;1;0;3;3;2;3;3;3;2;2;2;2;2;2;4;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;3;3;3;3;4;4;2;2;4;2;3;1;5;9,00
BOGOTA;CUNDINAMARCA;MEDIANA;COMERCIO;G;COMERCIO;Entre 11 y 50 Empleados;2;;;;;;;Universitarios;8;2;4;3;4;3;4;3;2;1;4;2;3;2;4;4;4;3;4;3;4;4;4;4;4;4;4;3;4;2;4;2;4;3;4;4;3;3;4;4;4;3;3;4;2;1;5;9,00
BOGOTA;CUNDINAMARCA;MEDIANA;COMERCIO;G;IMPORTACION PROD FLEXOGRAFIA;Entre 11 y 50 Empleados;5;6;;;;;;Universitarios;4;1;3;3;4;4;4;4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;2;1;3;4;5;9,00
BOGOTA;CUNDINAMARCA;MEDIANA;COMERCIO;G;VENTA DE PRODUCTOS NATURALES;Entre 11 y 50 Empleados;5;6;;;;;;Tecnicos o Tecnologos;4;4;4;3;3;3;4;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;4;3;3;3;3;4;4;3;3;3;3;2;1;3;5;4;9,00
BOGOTA;CUNDINAMARCA;MEDIANA;COMERCIO;G;VENTA Y COMPRA DE MATERIAL ELE;Entre 11 y 50 Empleados;5;6;;;;;;Tecnicos o Tecnologos;3;20;1;1;4;1;4;1;4;1;4;1;4;1;4;1;4;2;4;1;4;3;4;1;4;2;4;1;4;1;4;1;4;1;4;2;4;1;2;2;4;1;2;1;4;5;3;9,00
BOGOTA;CUNDINAMARCA;MEDIANA;COMERCIO;G;COMERCIALIZACION DE UPS;Entre 51 y 200 Empleados;5;6;1;4;;;;Tecnicos o Tecnologos;3;5;4;3;3;3;3;3;2;2;4;4;4;4;4;3;3;4;4;3;4;3;4;2;3;2;3;3;4;2;4;4;4;2;3;2;3;3;4;4;4;2;4;1;3;5;2;9,00
BOGOTA;CUNDINAMARCA;MEDIANA;COMERCIO;G;COMERCIALIZACION DE MATERIAS P;Entre 11 y 50 Empleados;3;;;;;;;Universitarios;15;5;3;4;4;4;4;4;2;2;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;3;4;5;9,00
BOGOTA;CUNDINAMARCA;MEDIANA;COMERCIO;G;VENTA EDITORIAL;Menos de 11 Empleados;3;5;4;;;;;Tecnicos o Tecnologos;0;4;4;3;4;3;4;3;2;1;4;3;4;3;3;3;4;4;4;3;4;4;4;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;3;3;3;3;3;1;2;4;5;9,00
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INDUSTRIAL PLASTICO;Entre 51 y 200 Empleados;5;6;;;;;;Tecnicos o Tecnologos;8;12;4;4;3;3;4;4;2;2;4;3;3;3;4;4;4;4;3;3;4;3;4;4;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;4;3;1;2;3;4;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INDUSTRIA;Entre 11 y 50 Empleados;6;;;;;;;Tecnicos o Tecnologos;3;3;4;4;4;4;4;4;2;2;4;4;2;2;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;1;1;3;3;4;1;2;3;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;PRODUCCION DE CONCRETO;Entre 51 y 200 Empleados;1;5;6;;;;;Universitarios;2;1;4;3;3;3;3;3;1;1;4;4;3;2;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;4;1;2;5;3;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;FABRICACION MAQUINARIA ESPECIA;Mas de 200 Empleados;5;6;;;;;;Tecnicos o Tecnologos;15;30;4;3;4;3;4;3;3;2;4;3;3;2;4;2;3;2;3;2;3;2;2;3;4;4;4;4;4;3;4;3;4;3;4;3;4;3;4;4;4;3;1;3;2;4;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;FABRICACION DE MUEBLES;Entre 11 y 50 Empleados;1;2;3;4;5;6;;Universitarios;5;2;3;2;4;3;4;2;3;1;4;3;3;3;4;3;4;2;3;2;4;3;4;3;4;4;4;4;4;4;4;3;4;3;4;3;2;4;4;4;4;3;1;5;4;3;2;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;VENTA DE LIBROS;Entre 11 y 50 Empleados;7;;;;;;;Tecnicos o Tecnologos;0;33;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;2;3;4;5;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;COMERCIO;Entre 11 y 50 Empleados;4;2;;;;;;Universitarios;5;5;4;3;3;3;4;3;4;3;4;2;4;4;4;4;4;4;4;3;4;4;3;3;3;3;4;4;3;3;4;2;3;3;4;4;4;3;4;4;3;3;2;3;1;4;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;PRODUCCION MATERIAS PRIMAS;Entre 11 y 50 Empleados;6;;;;;;;Universitarios;2;0;4;4;4;4;4;4;4;4;4;4;2;2;4;3;3;3;4;4;4;4;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;4;5;2;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;ARTE GRAFICO;Entre 51 y 200 Empleados;1;5;6;2;;;;Universitarios;4;3;4;4;3;3;3;3;2;2;4;3;4;3;3;3;4;4;3;2;4;4;3;3;3;3;3;3;4;3;4;3;3;3;4;4;3;3;4;4;3;3;3;1;2;5;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;CONFECCION DE PRENDAS;Entre 51 y 200 Empleados;4;;;;;;;Tecnicos o Tecnologos;2;3;4;3;4;4;4;2;4;2;4;2;4;4;4;3;4;3;4;2;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;2;3;2;4;4;4;3;1;3;2;5;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;PRODUCCION DE HILO;Entre 11 y 50 Empleados;4;;;;;;;Tecnicos o Tecnologos;0;1;4;2;3;3;3;3;3;1;4;1;2;1;4;1;3;2;4;1;4;2;4;2;4;3;4;2;4;4;4;1;4;1;4;2;3;2;4;2;4;1;1;2;5;4;3;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INYECCION Y SOPLADO DE PLASTIC;Entre 51 y 200 Empleados;1;4;5;6;;;;Tecnicos o Tecnologos;2;4;4;3;4;3;4;3;3;3;3;2;2;3;4;3;4;4;4;4;3;2;4;3;4;2;4;4;4;4;3;3;3;3;3;2;2;2;4;3;2;2;5;3;1;2;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;MANUFACTURA PLASTICA;Entre 11 y 50 Empleados;1;5;6;;;;;Tecnicos o Tecnologos;0;1;3;3;4;3;3;3;2;1;3;4;4;4;3;3;3;3;4;3;4;4;4;4;4;4;3;2;4;4;2;2;3;3;3;3;3;3;4;3;1;1;2;3;4;5;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;COMERCIO;Entre 11 y 50 Empleados;1;;;;;;;Tecnicos o Tecnologos;5;10;4;4;4;4;4;4;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;4;3;3;3;3;4;4;3;3;2;2;4;3;2;1;3;4;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;PRODUCCCION DE JUGUETES CANINO;Entre 51 y 200 Empleados;6;;;;;;;Universitarios;8;1;4;4;4;3;4;4;3;3;4;4;3;2;4;4;4;4;3;2;4;4;4;3;4;4;4;4;4;4;4;2;4;3;3;2;4;4;2;1;4;4;5;1;3;4;2;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;FABRICACION DE TELAS;Entre 11 y 50 Empleados;6;5;;;;;;Tecnicos o Tecnologos;1;2;3;3;3;3;3;3;2;2;3;3;2;2;3;3;3;3;4;4;3;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1;3;4;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;FABRICACION DE SUSTANCIAS QUIM;Entre 11 y 50 Empleados;2;;;;;;;Universitarios;4;3;4;3;4;4;4;4;4;3;4;3;3;3;4;4;4;4;4;3;4;4;4;3;4;3;4;4;4;3;4;3;4;3;3;3;3;2;3;3;3;3;4;1;3;5;2;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;VENTA DE ALIMENTOS;Entre 51 y 200 Empleados;7;;;;;;;Tecnicos o Tecnologos;0;3;4;3;4;3;4;3;4;3;3;2;4;3;3;2;3;2;4;1;4;1;4;3;4;3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;1;2;5;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;METALMECANICA;Entre 51 y 200 Empleados;2;;;;;;;Tecnicos o Tecnologos;3;4;2;2;3;3;3;3;2;3;3;3;4;3;4;3;3;3;4;2;4;4;4;3;4;3;4;3;4;2;4;2;3;2;3;4;3;2;3;4;3;4;2;3;4;5;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INDUSTR5IAL;Entre 51 y 200 Empleados;2;;;;;;;Universitarios;4;3;4;2;4;2;4;3;1;1;4;4;4;3;4;2;4;3;4;2;4;4;4;3;4;4;4;3;4;3;4;4;4;3;4;3;4;2;4;3;4;3;4;5;3;2;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;IMPORTACION DE RODAMIENTOS;Entre 11 y 50 Empleados;1;2;4;5;;;;Tecnicos o Tecnologos;3;7;4;3;4;4;3;3;2;1;4;3;4;3;4;3;4;4;3;3;3;3;4;4;4;4;4;4;4;3;4;3;4;3;3;3;4;3;3;3;4;3;4;3;2;1;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;FABRICACION DE APARATOS DE USO DOMESTICO NCP;Entre 11 y 50 Empleados;2;4;;;;;;Universitarios;3;2;4;3;4;3;4;3;2;1;4;3;4;3;4;3;4;3;2;4;2;4;2;4;4;3;4;4;3;3;3;4;4;3;4;4;4;4;3;4;4;2;5;2;1;3;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;PRODUCTORA ALIMENTOS PERROS;Entre 11 y 50 Empleados;2;5;6;;;;;Universitarios;3;2;4;3;3;2;4;4;4;4;2;3;4;3;4;3;2;3;2;3;4;2;4;2;4;3;3;4;4;4;3;4;4;4;4;2;4;3;4;4;4;3;2;3;5;4;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;FRABICACION DE EQUIPOS CONTRA;Entre 51 y 200 Empleados;2;;;;;;;Universitarios;5;0;3;3;2;2;3;3;1;1;4;4;3;3;2;2;3;3;3;3;4;4;3;3;4;4;3;3;3;3;2;2;3;3;3;3;2;2;3;3;2;2;2;3;4;5;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INDUSTRIA;Entre 51 y 200 Empleados;4;;;;;;;Universitarios;6;4;4;4;3;3;4;3;3;2;4;4;3;3;4;3;4;4;4;4;3;3;3;2;4;4;4;4;4;4;3;3;3;2;4;4;4;4;4;3;4;4;3;4;2;5;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;ESTRUSION DE PLASTICOS;Entre 51 y 200 Empleados;2;4;5;6;;;;Universitarios;20;20;3;3;2;2;2;2;1;1;3;3;3;3;3;3;2;2;2;2;3;3;3;3;2;2;2;2;2;2;3;3;3;3;2;2;4;4;3;3;3;3;3;4;5;2;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;DISTRIBUCION DE PRODUCTOS VETE;Entre 11 y 50 Empleados;4;5;;;;;;Tecnicos o Tecnologos;2;3;4;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;5;2;1;3;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;FABRICANTES DE DISPERSORES;Entre 11 y 50 Empleados;7;;;;;;;Tecnicos o Tecnologos;0;4;4;4;4;3;4;4;4;3;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;4;4;4;4;4;4;1;1;4;4;4;4;1;3;4;2;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;SEVICIOS DE INVERSION;Menos de 11 Empleados;7;;;;;;;Tecnicos o Tecnologos;1;2;4;4;4;4;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;2;3;4;1;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;CONFECCION;Entre 11 y 50 Empleados;1;2;3;4;5;;;Universitarios;3;2;4;3;4;3;3;3;4;3;3;2;2;3;4;3;4;3;4;4;4;3;3;3;3;3;3;3;3;3;4;4;2;3;3;2;3;2;3;2;4;3;1;4;5;3;2;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INDUSTRIA;Entre 51 y 200 Empleados;2;4;;;;;;Universitarios;8;2;3;3;4;3;3;3;4;1;3;2;2;1;3;3;4;3;3;2;4;4;3;2;4;3;3;3;3;3;3;2;4;2;3;2;3;2;3;2;4;3;4;3;2;5;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;FABRICACION Y DISTRIBUCCION;Entre 11 y 50 Empleados;2;;;;;;;Tecnicos o Tecnologos;5;7;3;3;3;3;3;2;1;1;3;3;3;3;4;3;3;3;4;3;4;4;4;3;3;3;3;2;4;3;4;2;4;4;3;2;3;2;4;3;4;3;5;3;2;1;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;DISTRIBUIDORES DE LLANTAS;Entre 51 y 200 Empleados;4;;;;;;;Tecnicos o Tecnologos;0;20;4;4;3;3;4;4;1;1;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;3;3;3;4;4;4;4;4;3;3;3;4;4;5;4;3;2;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INDUSTRIA;Entre 11 y 50 Empleados;4;6;;;;;;Universitarios;2;1;4;3;4;2;4;3;1;1;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;4;3;4;3;4;4;4;4;4;3;4;2;4;4;4;4;2;3;5;4;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;FABRICACION DE PINTURAS;Entre 51 y 200 Empleados;3;;;;;;;Universitarios;3;2;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;3;3;4;4;3;3;3;1;4;2;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;COMERCIALIZACION DE PRODUCTOS;Menos de 11 Empleados;2;;;;;;;Universitarios;3;0;3;3;3;2;4;3;2;2;4;4;3;2;4;3;4;4;4;4;4;2;4;3;4;4;3;2;4;3;4;2;3;3;4;3;3;4;3;3;4;4;5;4;3;2;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INDUSTRIAL;Entre 51 y 200 Empleados;1;2;3;5;6;;;Universitarios;3;1;4;2;4;3;4;4;1;1;4;4;4;4;4;4;4;3;1;1;4;4;4;3;4;4;3;3;1;1;4;3;4;3;4;4;1;1;4;4;4;3;3;1;2;5;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;DISE¥O DE MAQUINARIA;Entre 51 y 200 Empleados;4;5;6;;;;;Tecnicos o Tecnologos;20;52;3;3;3;3;3;3;2;2;4;4;3;3;4;4;4;4;3;3;4;4;3;3;4;4;3;3;4;4;4;4;3;3;4;4;4;4;4;4;3;3;2;5;4;3;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;ENVASES PLASTICOS;Entre 11 y 50 Empleados;4;;;;;;;Tecnicos o Tecnologos;0;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;1;2;4;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;EDICION DE TEXTOS;Menos de 11 Empleados;7;;;;;;;Universitarios;2;0;3;3;3;3;3;3;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;4;1;3;5;2;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INDUSTRIA;Entre 11 y 50 Empleados;1;7;6;;;;;Universitarios;25;20;4;4;4;4;4;4;2;2;4;4;2;2;4;4;4;4;3;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;3;3;4;5;3;2;1;4,81
CAJICA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;AGROPECUARIA;Entre 11 y 50 Empleados;2;;;;;;;Universitarios;2;1;4;3;4;4;4;3;2;1;4;4;3;3;4;3;4;4;4;3;4;4;4;3;4;4;4;4;4;3;4;3;4;4;4;4;4;3;4;4;4;3;2;1;3;4;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;METALURGICA;Entre 11 y 50 Empleados;2;;;;;;;Tecnicos o Tecnologos;2;6;3;3;2;2;2;2;1;1;4;4;3;3;3;3;3;3;2;2;4;4;3;3;3;3;3;3;2;2;2;2;3;3;3;3;3;3;4;4;3;3;1;2;4;5;3;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;EDICION PRODUCCION DE LIBROS;Entre 51 y 200 Empleados;1;4;5;6;;;;Tecnicos o Tecnologos;0;1;4;4;4;4;4;4;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;3;4;4;4;3;2;2;2;1;3;5;4;2;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INVERSIONES;Entre 11 y 50 Empleados;7;;;;;;;Tecnicos o Tecnologos;2;5;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;1;5;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;VENTA DE PAN;Mas de 200 Empleados;7;;;;;;;Universitarios;4;2;3;3;3;3;3;3;2;1;3;2;3;3;3;3;4;3;4;2;4;2;3;4;4;3;4;3;4;3;4;3;4;3;4;3;3;3;4;4;2;1;2;1;3;5;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;METALMECANICA;Entre 51 y 200 Empleados;2;;;;;;;Tecnicos o Tecnologos;2;4;2;2;4;4;4;4;2;2;4;4;4;4;3;3;3;3;3;3;2;2;4;4;3;3;4;4;3;3;4;4;3;3;2;2;4;4;4;4;3;3;2;1;3;5;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;FABRICACION MOLDES PROCESOS DE;Entre 51 y 200 Empleados;6;;;;;;;Universitarios;1;1;3;3;3;3;2;2;2;2;3;3;3;3;2;2;3;3;3;3;3;3;2;2;2;2;3;3;2;2;2;2;2;2;3;3;2;2;3;3;2;2;3;2;4;1;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;INDUSTRIA FARMACEUTICA;Entre 51 y 200 Empleados;2;5;6;4;;;;Tecnicos o Tecnologos;20;25;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;3;3;4;4;3;3;4;4;4;4;4;4;2;1;3;4;5;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;PRODUCCION INDUSTRIAL;Entre 11 y 50 Empleados;1;7;4;;;;;Universitarios;3;2;4;3;2;4;4;3;4;4;4;4;4;3;4;2;4;4;4;4;3;3;3;3;4;3;2;2;4;4;4;3;4;3;4;2;3;4;4;4;4;2;5;3;2;4;1;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;INDUSTRIA;D;COMERCIALIZACION DE PRODUCTOS;Entre 51 y 200 Empleados;1;4;;;;;;Universitarios;20;10;4;4;4;4;4;4;3;3;4;4;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;3;3;3;4;4;3;3;4;4;4;3;4;4;3;3;2;3;1;5;4;4,81
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;ACTIVIDADES DE ARQUITECTURA E INGENIERIA;Entre 11 y 50 Empleados;4;7;;;;;;Universitarios;10;8;4;3;4;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;2;1;3;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;COMERCIO DE EQUIPOS DE COMPUTA;Entre 51 y 200 Empleados;1;3;4;5;6;7;;Universitarios;4;0;3;3;3;3;4;4;2;2;4;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;3;4;2;1;3;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;SERVICIOS JURIDICOS;Entre 11 y 50 Empleados;1;6;5;7;;;;Tecnicos o Tecnologos;24;25;3;3;3;3;3;3;1;1;3;3;3;3;1;1;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;4;4;3;3;3;4;2;5;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;REPRESENTACION AUTOMORIZ EXTRA;Entre 11 y 50 Empleados;1;4;5;6;;;;Universitarios;3;1;4;3;3;3;3;3;4;2;4;4;4;4;4;3;4;4;3;4;4;4;4;3;4;4;4;4;4;3;3;3;3;2;3;3;4;4;3;3;4;4;4;2;5;1;3;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;AGENCIAMIENTO DE GARGA;Entre 51 y 200 Empleados;7;2;;;;;;Universitarios;15;10;2;2;3;3;3;3;2;2;4;4;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;2;2;1;2;3;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;CONSTRUCCION;Entre 51 y 200 Empleados;1;3;;;;;;Universitarios;17;10;2;2;4;4;3;3;1;1;3;3;2;3;3;3;4;4;4;4;4;4;3;3;3;2;3;3;3;3;3;2;3;2;3;3;3;3;4;4;3;3;3;1;2;5;4;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;F;INVERSIONES;Menos de 11 Empleados;1;;;;;;;Universitarios;2;0;4;3;4;3;4;3;4;4;3;3;3;3;4;4;3;3;4;2;4;2;3;2;3;3;4;3;4;4;4;4;4;4;3;2;4;2;4;4;4;4;1;3;2;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;J;CONSULTORIAS;Entre 11 y 50 Empleados;4;6;5;2;;;;Universitarios;15;1;4;4;4;4;4;4;3;3;4;4;3;3;3;3;4;4;3;3;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;3;3;4;4;3;3;1;2;3;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;TRANSPORTE DE CARGA;Entre 11 y 50 Empleados;6;;;;;;;Tecnicos o Tecnologos;2;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;5;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;J;MANUFACTURERA;Mas de 200 Empleados;1;2;5;6;;;;Universitarios;40;15;4;4;4;2;4;3;4;2;4;4;4;3;4;3;4;3;4;2;4;3;4;3;4;4;4;3;4;3;4;3;4;3;4;4;4;3;4;4;4;2;3;1;2;4;5;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;J;COMPRA Y VENTA DE MATERIALES;Entre 51 y 200 Empleados;2;1;5;7;;;;Tecnicos o Tecnologos;4;5;3;2;3;2;2;2;3;3;4;3;4;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;2;2;2;2;3;3;3;4;2;5;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;HOTELERIA Y RESTAURANTES;Entre 51 y 200 Empleados;1;5;6;;;;;Tecnicos o Tecnologos;1;4;4;3;3;3;3;3;4;3;3;3;3;3;4;3;4;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;4;4;3;3;2;1;3;5;4;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;AGENTE DE CARGA;Entre 51 y 200 Empleados;4;6;;;;;;Tecnicos o Tecnologos;0;1;4;4;4;4;4;4;3;3;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;3;3;4;4;4;4;1;2;3;5;4;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;K;PUBLICIDAD;Menos de 11 Empleados;5;6;;;;;;Universitarios;1;0;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;4;4;3;4;3;3;4;3;3;4;4;3;3;3;3;4;3;4;3;4;3;3;3;5;2;3;4;1;13,24
BOGOTA;CUNDINAMARCA;MEDIANA;SERVICIOS;I;SERVICIOS;Entre 51 y 200 Empleados;1;2;4;6;5;;;Tecnicos o Tecnologos;3;6;4;3;4;2;4;2;2;4;4;4;4;3;4;3;4;3;4;3;4;4;4;3;4;3;3;2;4;2;4;2;4;3;4;3;4;4;4;2;4;3;5;1;2;3;4;13,24
